NOME;INSTITUICAO_ENSINO_ALUNO_2020;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_AVAL_1_2021;REC_AVAL_2_2021;REC_AVAL_3_2021;REC_AVAL_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVAL_1_2022;REC_AVAL_2_2022;REC_AVAL_3_2022;REC_AVAL_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022
ALUNO-201;Escola Pública;14;1;3L;Não;7,72;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7,08;9.4;7.5;8;7,97;7,42;5;4.0;L;Escola Pública;Veterano;Ágata;5.636;5.8;5.6;0.0;6.4;8.3;Promovido de Fase;Promovido de Fase;Não avaliado;Promovido de Fase;Não;6.7;5.0;Nível 5 (1o EM);-1.0;5.0;C;2019.0;Não;6,44;653.0;40.0;2.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,33;6,05;7.5;4,03;4,67;4,77;2,67;4.0;7,5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;7,94;5.0;Fase 6 (2º EM)
ALUNO-202;Escola Pública;12;2;2R;Não;3,78;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;0;2.9;6.875;0;6,46;6,83;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-203;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;2.0;P;2022.0;Não;7,33;382.0;56.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,5;9;6.875;5,5;6;5;0;3.0;6,25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;5,83;10.0;Fase 2 (5º e 6º ano)
ALUNO-204;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;1.0;C;2022.0;Não;6,58;636.0;155.0;10.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;7,44;7.5;4,5;0;9;0;3.0;6,25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7,56;5.0;Fase 2 (5º e 6º ano)
ALUNO-205;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;V;2022.0;Não;7,66;250.0;68.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,5;8,26;7.5;9,17;9,03;9,3;0;2.0;5,63;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7,58;5.0;Fase 1 (4º ano)
ALUNO-206;Escola Pública;16;2;6B;Não;5,22;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0;4.3;7.5;2;7,81;7,12;10;7.0;A;Escola Pública;Veterano;Quartzo;5.143;8.8;4.2;0.0;2.0;7.7;Mantido na Fase atual;Promovido de Fase + Bolsa;Não avaliado;Mantido na Fase atual;Não;6.3;10.0;Nível 7 (3o EM);0.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-207;;;;;;0;;;;;;0;;;0;0;0;;3.0;H;Escola Pública;Ingressante;Quartzo;5.504;8.3;3.9;6.9;5.3;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.4;5.0;Nível 4 (9o ano);-1.0;3.0;F;2021.0;Não;4,57;840.0;138.0;13.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0;3,72;7.5;3,72;2;4,67;4,5;4.0;6,41;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;5,96;5.0;Fase 5 (1º EM)
ALUNO-208;Escola Pública;11;0;2D;Não;7,84;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;9.4;7.5;5;8,13;7,5;10;2.0;D;Escola Pública;Veterano;Ágata;6.450;7.0;6.3;7.5;4.5;7.5;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.0;5.0;Nível 3 (7o e 8o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-209;Escola Pública;9;1;0H;Sim;9,08;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9,5;10;6.25;1;1;1;5;1.0;N;Escola Pública;Veterano;Ametista;7.167;8.5;7.9;7.5;4.2;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Sim;9.2;5.0;Nível 2 (5o e 6o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-210;Rede Decisão/União;13;3;5B;Não;8,21;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;1;9.1;7.5;5,67;8,54;8,28;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-211;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;1.0;B;2022.0;Não;7,86;184.0;42.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;8,94;7.5;8,42;8;8,83;0;3.0;6,25;Promovido de Fase;Promovido de Fase;Promovido de Fase;;Não;Não;8,06;5.0;Fase 2 (5º e 6º ano)
ALUNO-212;Escola Pública;8;1;0H;Não;6,35;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7,42;10;4.375;7;2,5;2,58;10;0.0;M;Escola Pública;Veterano;Ágata;5.663;9.5;8.3;5.0;4.3;2.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;4.7;5.0;Nível 1 (4o ano);-1.0;0.0;K;2019.0;Não;6,34;670.0;173.0;10.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,5;8,94;4.375;6,77;7,13;6,4;0;2.0;2,81;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;5,17;5.0;Fase 2 (5º e 6º ano)
ALUNO-213;Escola Pública;12;2;2P;Não;8,08;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;9.7;5;9;8,75;7,83;5;3.0;C;Escola Pública;Veterano;Topázio;8.761;9.6;9.4;7.5;7.5;8.8;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Não;8.9;10.0;Nível 3 (7o e 8o ano);0.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-214;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;2.0;J;2022.0;Não;6,42;657.0;118.0;5.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,5;8,83;5.625;4,75;3,67;5,83;0;3.0;3,33;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;;Não;Não;6,78;5.0;Fase 4 (9º ano)
ALUNO-215;Escola Pública;9;1;1A;Não;8,87;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9,5;9.3;7.5;1;7,81;7,67;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-216;UNISA;18;1;8A;;5,96;D;Quartzo;Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.;Ponto a melhorar em 2021: As suas notas na Faculdade.;;8,75;0;5.625;7,4;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-217;Escola Pública;9;1;1B;Sim;8,94;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8;9.4;7.5;9,5;8,13;9;10;1.0;G;Escola Pública;Veterano;Ametista;7.765;8.5;8.8;7.5;7.1;8.1;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.4;5.0;Nível 2 (5o e 6o ano);-1.0;2.0;B;2019.0;Não;8,49;36.0;3.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6,92;9,88;7.5;8,13;7,1;9,17;0;3.0;6,67;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;;Sim;Sim;8,89;10.0;Fase 2 (5º e 6º ano)
ALUNO-218;;;;;;0;;;;;;0;;;0;0;0;;0.0;T;Escola Pública;Ingressante;Topázio;8.821;9.5;10.0;7.5;6.9;8.1;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;Sim;9.7;10.0;ALFA  (2o e 3o ano);0.0;1.0;U;2021.0;Não;8,36;50.0;7.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9,5;9,03;7.5;6,92;5,83;8;0;2.0;6,56;Promovido de Fase;Promovido de Fase;;;Não;Sim;9,08;10.0;Fase 1 (4º ano)
ALUNO-219;Escola Pública;11;1;2M;Não;7,83;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9,5;7.9;8.75;5;8,44;7,92;10;2.0;K;Escola Pública;Veterano;Quartzo;4.176;0.0;4.2;6.9;1.9;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.8;5.0;Nível 3 (7o e 8o ano);-1.0;2.0;M;2019.0;Não;5,81;749.0;138.0;12.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;1;5,3;7.5;2,67;2,83;2,5;0;3.0;6,46;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6,61;5.0;Fase 3 (7º e 8º ano)
ALUNO-220;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;1.0;K;2022.0;Não;6,63;615.0;148.0;10.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,5;9,33;7.5;3,75;1;6,5;0;3.0;5,83;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6,17;5.0;Fase 2 (5º e 6º ano)
ALUNO-221;;;;;;0;;;;;;0;;;0;0;0;;3.0;A;Escola Pública;Ingressante;Quartzo;4.442;9.2;2.8;7.5;1.8;5.8;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;3.9;5.0;Nível 4 (9o ano);-1.0;3.0;B;2021.0;Não;4,93;829.0;130.0;14.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,75;3,61;7.5;2,67;1,67;4,67;1,67;4.0;6,09;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Alocado em Fase anterior;Não;Não;4,71;5.0;Fase 5 (1º EM)
ALUNO-222;Escola Pública;8;1;1F;Não;8,48;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;7.8;7.5;9,5;7,19;8,25;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-223;Escola Pública;10;1;1E;Não;6,59;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;5.2;6.875;5;8,54;8,06;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-224;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;1.0;R;2022.0;Não;6,61;624.0;152.0;12.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,5;8,61;7.5;3,33;1,5;5,17;0;3.0;5,63;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7,28;5.0;Fase 2 (5º e 6º ano)
ALUNO-225;Escola Pública;14;4;4B;Não;8,85;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9,58;9.7;7.5;8,33;8,75;8,28;10;5.0;B;Rede Decisão;Veterano;Ametista;7.138;8.3;6.7;6.9;6.0;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;6.7;10.0;Nível 5 (1o EM);0.0;5.0;L;2016.0;Sim;6,96;501.0;30.0;7.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,17;7,09;5.0;7,39;7,83;5,5;8,83;4.0;8,13;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não;Não;6,67;5.0;Fase 6 (2º EM)
ALUNO-226;Rede Decisão/União;11;2;2G;Não;7,85;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8,5;7.4;5.625;7,5;8,13;8,22;10;2.0;G;Rede Decisão;Veterano;Quartzo;4.617;0.0;4.2;5.6;4.3;7.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.8;5.0;Nível 3 (7o e 8o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-227;Escola Pública;15;0;3L;Não;5,98;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8,75;3;7.5;6,33;7,81;6,04;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-228;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;1.0;P;2022.0;Não;5,31;802.0;184.0;14.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;1;4,87;6.875;1,5;5;2,5;0;3.0;5,63;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6,44;5.0;Fase 2 (5º e 6º ano)
ALUNO-229;Escola Pública;10;1;1H;Não;5,89;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7,33;7.8;7.5;0;7,92;7,78;5;0.0;Q;Escola Pública;Ingressante;Quartzo;5.054;8.5;0.0;7.5;4.0;6.9;Não avaliado;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.3;5.0;Nível 2 (5o e 6o ano);-2.0;0.0;G;2019.0;Não;6,03;725.0;179.0;12.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;5,11;5.0;8;8,67;7,33;0;2.0;4,38;Promovido de Fase;Mantido na Fase atual;;;Não;Não;5,83;5.0;Fase 2 (5º e 6º ano)
ALUNO-230;Rede Decisão/União;14;4;3G;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8,75;6.1;4.375;2,33;5,83;4,61;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-231;Escola Pública;16;1;6C;Não;5,96;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8,33;3.7;5;4,33;7,03;6,58;10;7.0;A;Escola Pública;Veterano;Ametista;7.698;9.2;8.6;6.9;5.4;8.0;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Não;7.5;10.0;Nível 7 (3o EM);0.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-232;;;;;;0;;;;;;0;;;0;0;0;;5.0;B;Escola Pública;Ingressante;Ametista;7.331;8.3;7.2;7.5;6.7;8.3;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Não;8.2;5.0;Nível 6 (2o EM);-1.0;6.0;A;2021.0;Não;7,68;243.0;8.0;8.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,33;8,19;8.125;6,69;7,17;4,73;8,17;4.0;8,44;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Sim;Sim;8,56;5.0;Fase 7 (3º EM)
ALUNO-233;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;R;2022.0;Não;7,56;290.0;82.0;5.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9,5;7,29;7.5;6,6;5;8,2;0;2.0;5;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7,92;10.0;ALFA  (2º e 3º ano)
ALUNO-234;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;R;2022.0;Não;8,12;109.0;31.0;3.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9,5;8,7;6.25;9,03;9,47;8,6;0;2.0;5;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7,5;10.0;ALFA  (2º e 3º ano)
ALUNO-235;Rede Decisão/União;12;1;3B;Não;8,13;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8,33;9;7.5;7,67;7,5;7,29;10;3.0;B;Rede Decisão;Veterano;Ametista;7.544;9.2;6.9;5.6;6.6;7.3;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.1;10.0;Nível 3 (7o e 8o ano);0.0;4.0;A;2019.0;Não;6,92;519.0;43.0;9.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,67;7,73;6.875;5,68;4,67;6,83;5,53;4.0;6,88;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;6;10.0;Fase 4 (9º ano)
ALUNO-236;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;V;2022.0;Não;8,21;83.0;21.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,5;8,96;7.5;8,77;9,2;8,33;0;2.0;5,63;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7,5;10.0;ALFA  (2º e 3º ano)
ALUNO-237;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;2.0;D;2022.0;Não;6,62;618.0;107.0;7.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;7,23;7.5;4;3,17;4,83;0;3.0;6,04;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;;Não;Não;8,11;5.0;Fase 4 (9º ano)
ALUNO-238;Escola Pública;13;1;2H;Não;6,49;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;8.4;5;4;5,63;7,75;5;2.0;H;Escola Pública;Veterano;Quartzo;3.663;8.5;1.3;4.4;2.1;5.0;Mantido na Fase atual;Não avaliado;Não avaliado;Não avaliado;Não;3.5;5.0;Nível 4 (9o ano);-2.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-239;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;1.0;F;2022.0;Não;6,31;684.0;164.0;8.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,5;7,46;5.625;6,75;4,5;9;0;2.0;4,38;Mantido na Fase atual;Promovido de Fase;;;Não;Não;5,58;5.0;Fase 3 (7º e 8º ano)
ALUNO-240;;;;;;0;;;;;;0;;;0;0;0;;3.0;D;Escola Pública;Ingressante;Ametista;7.629;8.8;6.1;7.5;6.9;7.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.4;10.0;Nível 3 (7o e 8o ano);0.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-241;Escola Pública;11;3;1G;Não;7,29;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;8.8;6.25;9,5;2,5;6,75;5;2.0;I;Escola Pública;Veterano;Quartzo;2.860;7.9;0.4;5.6;0.0;4.1;Alocado em Fase anterior;Mantido na Fase atual;Não avaliado;Não avaliado;Não;2.6;5.0;Nível 3 (7o e 8o ano);-1.0;2.0;I;2017.0;Não;4,56;842.0;154.0;13.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,92;4,41;5.0;2,5;2,33;2,67;0;3.0;4,17;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;4,83;5.0;Fase 3 (7º e 8º ano)
ALUNO-242;Escola Pública;11;2;1G;Não;6,71;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;7.4;6.25;5,5;7,19;6,92;5;2.0;I;Escola Pública;Veterano;Ágata;5.833;8.5;5.4;7.5;2.9;7.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.8;5.0;Nível 3 (7o e 8o ano);-1.0;2.0;I;2018.0;Não;6,45;649.0;114.0;9.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;8,33;6.875;3,33;1,5;5,17;0;3.0;6,46;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;6,94;5.0;Fase 3 (7º e 8º ano)
